UniProt ID,Gene,Protein name
Q9GZY6,LAT2,Linker for activation of T-cells family member 2
O95835,LATS1,Serine/threonine-protein kinase LATS1
Q6UX15,LAYN,Layilin
Q6UWW0,LCN15,Lipocalin-15
O00292,LEFTY2,Left-right determination factor 2
P47929,LGALS7,
P42702,LIFR,Leukemia inhibitory factor receptor
P07098,LIPF,Gastric triacylglycerol lipase
P20700,LMNB1,Lamin-B1
Q03252,LMNB2,Lamin-B2
P29536,LMOD1,Leiomodin-1
P22079,LPO,Lactoperoxidase
O75427,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4
Q96JA1,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1
Q8N386,LRRC25,Leucine-rich repeat-containing protein 25
A6NM11,LRRC37A2,Leucine-rich repeat-containing protein 37A2
P09960,LTA4H,Leukotriene A-4 hydrolase
Q86TE4,LUZP2,Leucine zipper protein 2
Q9BS40,LXN,Latexin
O60449,LY75,Lymphocyte antigen 75
Q9HBG7,LY9,T-lymphocyte surface antigen Ly-9
Q9Y6Y9,LY96,Lymphocyte antigen 96
Q9Y6D9,MAD1L1,Mitotic spindle assembly checkpoint protein MAD1
P20916,MAG,Myelin-associated glycoprotein
O60476,MAN1A2,Mannosyl-oligosaccharide 1
P52564,MAP2K6,Dual specificity mitogen-activated protein kinase kinase 6
Q9Y4K4,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5
P45984,MAPK9,Mitogen-activated protein kinase 9
P48740,MASP1,Mannan-binding lectin serine protease 1
O15232,MATN3,Matrilin-3
O15068,MCF2L,Guanine nucleotide exchange factor DBS
Q8NFP4,MDGA1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1
Q9BV79,MECR,Enoyl-[acyl-carrier-protein] reductase
Q16819,MEP1A,Meprin A subunit alpha
Q6UB28,METAP1D,Methionine aminopeptidase 1D
P50579,METAP2,Methionine aminopeptidase 2
Q29980_Q29983,MICB_MICA,MHC class I polypeptide-related sequence A_MHC class I polypeptide-related sequence B
Q9BUB5,MKNK1,MAP kinase-interacting serine/threonine-protein kinase 1
P12872,MLN,Promotilin
P08473,MME,Neprilysin
P39900,MMP12,Macrophage metalloelastase
Q16653,MOG,Myelin-oligodendrocyte glycoprotein
Q14149,MORC3,MORC family CW-type zinc finger protein 3
Q5T2T1,MPP7,MAGUK p55 subfamily member 7
P11836,MS4A1,B-lymphocyte antigen CD20
Q13421,MSLN,Mesothelin
O14793,MSTN,Growth/differentiation factor 8
Q86UE4,MTDH,Protein LYRIC
Q8WXI7,MUC16,Mucin-16
Q02083,NAAA,N-acylethanolamine-hydrolyzing acid amidase
Q96RE7,NACC1,Nucleus accumbens-associated protein 1
P17050,NAGA,Alpha-N-acetylgalactosaminidase
Q9UJ70,NAGK,N-acetyl-D-glucosamine kinase
Q6XQN6,NAPRT,Nicotinate phosphoribosyltransferase
O76036,NCR1,Natural cytotoxicity triggering receptor 1
Q68D85,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1
P62166,NCS1,Neuronal calcium sensor 1
Q16718,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
P17568,NDUFB7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
Q92859,NEO1,Neogenin
O94916,NFAT5,Nuclear factor of activated T-cells 5
O95644,NFATC1,Nuclear factor of activated T-cells
Q9UMS0,NFU1,NFU1 iron-sulfur cluster scaffold homolog
Q9H9Q4,NHEJ1,Non-homologous end-joining factor 1
Q86X76,NIT1,Deaminated glutathione amidase
Q13287,NMI,N-myc-interactor
O60500,NPHS1,Nephrin
P06748,NPM1,Nucleophosmin
P23582,NPPC,C-type natriuretic peptide
P01303,NPY,Pro-neuropeptide Y
Q9BXI3,NT5C1A,Cytosolic 5'-nucleotidase 1A
P20783,NTF3,Neurotrophin-3
Q9Y5A7,NUB1,NEDD8 ultimate buster 1
P80303,NUCB2,Nucleobindin-2
Q9Y266,NUDC,Nuclear migration protein nudC
Q8IVD9,NUDCD3,NudC domain-containing protein 3
P49757,NUMB,Protein numb homolog
O95157,NXPH3,Neurexophilin-3
Q9NPH6,OBP2B,Odorant-binding protein 2b
Q16625,OCLN,Occludin
O60502,OGA,Protein O-GlcNAcase
Q9NZT2,OGFR,Opioid growth factor receptor
P13725,OSM,Oncostatin-M
Q6GQQ9,OTUD7B,OTU domain-containing protein 7B
P09466,PAEP,Glycodelin
Q9NWQ8,PAG1,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1
O75781,PALM,Paralemmin-1
Q8IXS6,PALM2,Paralemmin-2
Q96AQ6,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1
Q15366,PCBP2,Poly(rC)-binding protein 2
Q9NPG4,PCDH12,Protocadherin-12
O60245,PCDH7,Protocadherin-7
Q9HC56,PCDH9,Protocadherin-9
Q9Y5E8,PCDHB15,Protocadherin beta-15
Q16549,PCSK7,Proprotein convertase subtilisin/kexin type 7
Q15116,PDCD1,Programmed cell death protein 1
Q9BQ51,PDCD1LG2,Programmed cell death 1 ligand 2
Q5T2W1,PDZK1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3
P56645,PER3,Period circadian protein homolog 3
O60825,PFKFB2,6-phosphofructo-2-kinase/fructose-2
P49763,PGF,Placenta growth factor
Q96LB9,PGLYRP3,Peptidoglycan recognition protein 3
Q86UU1,PHLDB1,Pleckstrin homology-like domain family B member 1
Q6ZUJ8,PIK3AP1,Phosphoinositide 3-kinase adapter protein 1
Q13563,PKD2,Polycystin-2
O15496,PLA2G10,Group 10 secretory phospholipase A2
Q9HCM2,PLXNA4,Plexin-A4
P54315,PNLIPRP1,Inactive pancreatic lipase-related protein 1
Q8WVV4,POF1B,Protein POF1B
P61218,POLR2F,DNA-directed RNA polymerases I
P01189,POMC,Pro-opiomelanocortin
Q15165,PON2,Serum paraoxonase/arylesterase 2
O60437,PPL,Periplakin
Q15172,PPP2R5A,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform
Q06830,PRDX1,Peroxiredoxin-1
P30041,PRDX6,Peroxiredoxin-6
P13861,PRKAR2A,cAMP-dependent protein kinase type II-alpha regulatory subunit
P58294,PROK1,Prokineticin-1
Q5FWE3,PRRT3,Proline-rich transmembrane protein 3
Q2VWP7,PRTG,Protogenin
Q6NUJ1,PSAPL1,Proactivator polypeptide-like 1
O75475,PSIP1,PC4 and SFRS1-interacting protein
Q99460,PSMD1,26S proteasome non-ATPase regulatory subunit 1
O00233,PSMD9,26S proteasome non-ATPase regulatory subunit 9
Q06323,PSME1,Proteasome activator complex subunit 1
Q9UL46,PSME2,Proteasome activator complex subunit 2
Q9BT73,PSMG3,Proteasome assembly chaperone 3
Q5JS54,PSMG4,Proteasome assembly chaperone 4
O60542,PSPN,Persephin
O43586,PSTPIP1,Proline-serine-threonine phosphatase-interacting protein 1
Q9H7Z7,PTGES2,Prostaglandin E synthase 2
P01270,PTH,Parathyroid hormone
Q03431,PTH1R,Parathyroid hormone/parathyroid hormone-related peptide receptor
Q13308,PTK7,Inactive tyrosine-protein kinase 7
P18031,PTPN1,Tyrosine-protein phosphatase non-receptor type 1
Q92932,PTPRN2,Receptor-type tyrosine-protein phosphatase N2
Q15256,PTPRR,Receptor-type tyrosine-protein phosphatase R
Q8WXC3,PYDC1,Pyrin domain-containing protein 1
Q6K0P9,PYHIN1,Pyrin and HIN domain-containing protein 1
Q8WUD1,RAB2B,Ras-related protein Rab-2B
Q8TBN0,RAB3IL1,Guanine nucleotide exchange factor for Rab-3A
P11234,RALB,Ras-related protein Ral-B
Q7LDG7,RASGRP2,RAS guanyl-releasing protein 2
Q9H477,RBKS,Ribokinase
Q93062,RBPMS,RNA-binding protein with multiple splicing
O95980,RECK,Reversion-inducing cysteine-rich protein with Kazal motifs
Q6UW15,REG3G,Regenerating islet-derived protein 3-gamma
P07949,RET,Proto-oncogene tyrosine-protein kinase receptor Ret
P35249,RFC4,Replication factor C subunit 4
Q9H4X1,RGCC,Regulator of cell cycle RGCC
Q96NA2,RILP,Rab-interacting lysosomal protein
Q8NC42,RNF149,E3 ubiquitin-protein ligase RNF149
P50914,RPL14,Large ribosomal subunit protein eL14
Q2MKA7,RSPO1,R-spondin-1
Q9BXY4,RSPO3,R-spondin-3
Q9BSG5,RTBDN,Retbindin
Q9BZR6,RTN4R,Reticulon-4 receptor
P80511,S100A12,Protein S100-A12
Q99584,S100A13,Protein S100-A13
Q96FQ6,S100A16,Protein S100-A16
Q8IVG5,SAMD9L,Sterile alpha motif domain-containing protein 9-like
O75995,SASH3,SAM and SH3 domain-containing protein 3
O14828,SCAMP3,Secretory carrier-associated membrane protein 3
Q14108,SCARB2,Lysosome membrane protein 2
P13521,SCG2,Secretogranin-2
Q8IWT1,SCN4B,Sodium channel subunit beta-4
Q9HB40,SCPEP1,Retinoid-inducible serine carboxypeptidase
Q14160,SCRIB,Protein scribble homolog
Q12765,SCRN1,Secernin-1
P21912,SDHB,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
Q9UBV2,SEL1L,Protein sel-1 homolog 1
Q92599,SEPTIN8,Septin-8
P48594,SERPINB4,Serpin B4
P50452,SERPINB8,Serpin B8
P50453,SERPINB9,Serpin B9
O75830,SERPINI2,Serpin I2
Q53H47,SETMAR,Histone-lysine N-methyltransferase SETMAR
Q53EL9,SEZ6,Seizure protein 6 homolog
Q6UXD5,SEZ6L2,Seizure 6-like protein 2
O60880,SH2D1A,SH2 domain-containing protein 1A
A1X283,SH3PXD2B,SH3 and PX domain-containing protein 2B
Q96LC7,SIGLEC10,Sialic acid-binding Ig-like lectin 10
O43699,SIGLEC6,Sialic acid-binding Ig-like lectin 6
Q9NYZ4,SIGLEC8,Sialic acid-binding Ig-like lectin 8
Q9Y336,SIGLEC9,Sialic acid-binding Ig-like lectin 9
Q9H173,SIL1,Nucleotide exchange factor SIL1
Q8IXJ6,SIRT2,NAD-dependent protein deacetylase sirtuin-2
Q86WV1,SKAP1,Src kinase-associated phosphoprotein 1
Q9H6Q3,SLA2,Src-like-adapter 2
Q9NQ25,SLAMF7,SLAM family member 7
Q96PX8,SLITRK1,SLIT and NTRK-like protein 1
Q9H156,SLITRK2,SLIT and NTRK-like protein 2
Q9H5Y7,SLITRK6,SLIT and NTRK-like protein 6
Q14BN4,SLMAP,Sarcolemmal membrane-associated protein
P84022,SMAD3,Mothers against decapentaplegic homolog 3
Q99717,SMAD5,Mothers against decapentaplegic homolog 5
O76070,SNCG,Gamma-synuclein
Q8TER0,SNED1,Sushi
Q9Y5X3,SNX5,Sorting nexin-5
Q6UWN8,SPINK6,Serine protease inhibitor Kazal-type 6
Q08629,SPOCK1,Testican-1
Q9UBC9,SPRR3,Small proline-rich protein 3
P37108,SRP14,Signal recognition particle 14 kDa protein
P78362,SRPK2,SRSF protein kinase 2
Q11201,ST3GAL1,CMP-N-acetylneuraminate-beta-galactosamide-alpha-2
O95630,STAMBP,STAM-binding protein
P52630,STAT2,Signal transducer and activator of transcription 2
Q15831,STK11,Serine/threonine-protein kinase STK11
Q12846,STX4,Syntaxin-4
O15400,STX7,Syntaxin-7
Q9UNK0,STX8,Syntaxin-8
Q06520,SULT2A1,Sulfotransferase 2A1
Q5VX71,SUSD4,Sushi domain-containing protein 4
Q9UH65,SWAP70,Switch-associated protein 70
P21579,SYT1,Synaptotagmin-1
P09758,TACSTD2,Tumor-associated calcium signal transducer 2
Q7Z5A7,TAFA5,Chemokine-like protein TAFA-5
Q86VP1,TAX1BP1,Tax1-binding protein 1
O14776,TCERG1,Transcription elongation regulator 1
P56279,TCL1A,T-cell leukemia/lymphoma protein 1A
P01266,TG,Thyroglobulin
P01135,TGFA,Protransforming growth factor alpha
P01137,TGFB1,Transforming growth factor beta-1 proprotein
P36897,TGFBR1,TGF-beta receptor type-1
P40225,THPO,Thrombopoietin
Q15399,TLR1,Toll-like receptor 1
O15455,TLR3,Toll-like receptor 3
Q96A25,TMEM106A,Transmembrane protein 106A
Q86YD3,TMEM25,Transmembrane protein 25
O60235,TMPRSS11D,Transmembrane protease serine 11D
P98073,TMPRSS15,Enteropeptidase
Q9H3S3,TMPRSS5,Transmembrane protease serine 5
P98066,TNFAIP6,Tumor necrosis factor-inducible gene 6 protein
O00220,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A
O14763,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B
Q9Y6Q6,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A
Q9NS68,TNFRSF19,Tumor necrosis factor receptor superfamily member 19
O95407,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B
Q07011,TNFRSF9,Tumor necrosis factor receptor superfamily member 9
O14788,TNFSF11,Tumor necrosis factor ligand superfamily member 11
O43508,TNFSF12,Tumor necrosis factor ligand superfamily member 12
O43557,TNFSF14,Tumor necrosis factor ligand superfamily member 14
Q15025,TNIP1,TNFAIP3-interacting protein 1
Q92752,TNR,Tenascin-R
Q02880,TOP2B,DNA topoisomerase 2-beta
Q15661,TPSAB1,Tryptase alpha/beta-1
O43715,TRIAP1,TP53-regulated inhibitor of apoptosis 1
P19474,TRIM21,E3 ubiquitin-protein ligase TRIM21
Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25
Q9C035,TRIM5,Tripartite motif-containing protein 5
Q8NG06,TRIM58,E3 ubiquitin-protein ligase TRIM58
P40222,TXLNA,Alpha-taxilin
Q9BSL1,UBAC1,Ubiquitin-associated domain-containing protein 1
P63146,UBE2B,Ubiquitin-conjugating enzyme E2 B
P11441,UBL4A,Ubiquitin-like protein 4A
Q5VY80_Q9BZM5,RAET1L_ULBP2,UL16-binding protein 2/6
P13051,UNG,Uracil-DNA glycosylase
O60763,USO1,General vesicular transport factor p115
P40818,USP8,Ubiquitin carboxyl-terminal hydrolase 8
Q9BV40,VAMP8,Vesicle-associated membrane protein 8
Q9UKW4,VAV3,Guanine nucleotide exchange factor VAV3
P15692,VEGFA,Vascular endothelial growth factor A
P49765,VEGFB,Vascular endothelial growth factor B
O43915,VEGFD,Vascular endothelial growth factor D
O15240,VGF,Neurosecretory protein VGF
O95498,VNN2,Pantetheine hydrolase VNN2
Q86VR7,VSIG10L,V-set and immunoglobulin domain-containing protein 10-like
P62760,VSNL1,Visinin-like protein 1
Q6PCB0,VWA1,von Willebrand factor A domain-containing protein 1
Q2TAL6,VWC2,Brorin
Q9UPY6,WASF3,Actin-binding protein WASF3
A4D1P6,WDR91,WD repeat-containing protein 91
Q9Y5W5,WIF1,Wnt inhibitory factor 1
O00308,WWP2,NEDD4-like E3 ubiquitin-protein ligase WWP2
P47992,XCL1,Lymphotactin
P07947,YES1,Tyrosine-protein kinase Yes
Q5VVQ6,YOD1,Ubiquitin thioesterase OTU1
Q9H171,ZBP1,Z-DNA-binding protein 1
Q13105,ZBTB17,Zinc finger and BTB domain-containing protein 17
Q7Z7L7,ZER1,Protein zer-1 homolog
Q8WV99,ZFAND2B,AN1-type zinc finger protein 2B
P16112,ACAN,Aggrecan core protein
P78325,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8
O00244,ATOX1,Copper transport protein ATOX1
P20851,C4BPB,C4b-binding protein beta chain
Q99731,CCL19,C-C motif chemokine 19
P13500,CCL2,C-C motif chemokine 2
P55773,CCL23,C-C motif chemokine 23
P13236,CCL4,C-C motif chemokine 4
P20138,CD33,Myeloid cell surface antigen CD33
P22223,CDH3,Cadherin-3
Q9NY25,CLEC5A,C-type lectin domain family 5 member A
P09603,CSF1,Macrophage colony-stimulating factor 1
Q99895,CTRC,Chymotrypsin-C
Q9UBX1,CTSF,Cathepsin F
P09341,CXCL1,Growth-regulated alpha protein
P02778,CXCL10,C-X-C motif chemokine 10
O14625,CXCL11,C-X-C motif chemokine 11
P80162,CXCL6,C-X-C motif chemokine 6
Q07325,CXCL9,C-X-C motif chemokine 9
P22413,ENPP1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1
Q15303,ERBB4,Receptor tyrosine-protein kinase erbB-4
P15311,EZR,Ezrin
O95750,FGF19,Fibroblast growth factor 19
P09958,FURIN,Furin
Q9BQS7,HEPH,Hephaestin
P15260,IFNGR1,Interferon gamma receptor 1
Q14116,IL18,Interleukin-18
P35968,KDR,Vascular endothelial growth factor receptor 2
P21583,KITLG,Kit ligand
Q16773,KYAT1,Kynurenine--oxoglutarate transaminase 1
P32004,L1CAM,Neural cell adhesion molecule L1
P06858,LPL,Lipoprotein lipase
Q02750,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1
P08582,MELTF,Melanotransferrin
P09238,MMP10,Stromelysin-2
O14594,NCAN,Neurocan core protein
Q92832,NELL1,Protein kinase C-binding protein NELL1
O95502,NPTXR,Neuronal pentraxin receptor
P51888,PRELP,Prolargin
P23467,PTPRB,Receptor-type tyrosine-protein phosphatase beta
P23471,PTPRZ1,Receptor-type tyrosine-protein phosphatase zeta
Q9HCK4,ROBO2,Roundabout homolog 2
P31949,S100A11,Protein S100-A11
Q9Y286,SIGLEC7,Sialic acid-binding Ig-like lectin 7
P17405,SMPD1,Sphingomyelin phosphodiesterase
P16035,TIMP2,Metalloproteinase inhibitor 2
O00300,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B
O14836,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B
O75888,TNFSF13,Tumor necrosis factor ligand superfamily member 13
Q9BZE9,ASPSCR1,Tether containing UBX domain for GLUT4
P49366,DHPS,Deoxyhypusine synthase
Q9NQ88,TIGAR,Fructose-2
Q8TEQ0,SNX29,Sorting nexin-29
P06307,CCK,Cholecystokinin
P33316,DUT,Deoxyuridine 5'-triphosphate nucleotidohydrolase
Q92597,NDRG1,Protein NDRG1
Q9NRA1,PDGFC,Platelet-derived growth factor C
Q15643,TRIP11,Thyroid receptor-interacting protein 11
P35520,CBS,Cystathionine beta-synthase
Q15262,PTPRK,Receptor-type tyrosine-protein phosphatase kappa
P25685,DNAJB1,DnaJ homolog subfamily B member 1
Q9Y570,PPME1,Protein phosphatase methylesterase 1
Q6UB99,ANKRD11,Ankyrin repeat domain-containing protein 11
P49789,FHIT,Bis(5'-adenosyl)-triphosphatase
P48061,CXCL12,Stromal cell-derived factor 1
